"","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","",""
"","","","බලපෑමට ලක්වු","","","","","","","","","","","","",""
"","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு Administrative","","","","","","","","Nrjkil e ;j","","ලවනත් හානි பிற பாதிப்புகள்","","","ආරක්ිත ස්ත්‍රථාන ghJfhg ;ghd","",""
"","","","ghjp f;fg;gl ;l","","","","","","","","","","","","",""
"","purview","","","","","","","","tPLfs ; Houses","","Other Damages","","","miktp l k; Safe Location","",""
"","","","Affected","","","තුවාලවු","අතුරුදහ","","","","","","","","",""
"","","","","","","","","","Damaged","","","","","","",""
"","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","","","",""
"","","mdu;j;jk; 
ආපදාව","","","මිය යෑම්","","පුද්ගලයින්","","","","","","","","",""
"පළාත khfhzk;","","","","","kuzq;f","fhaki","fhzhk","","","","කුඩා හා මධය","","","","","ලවනත් කරුණු                 NtW"
"#","","Muk;gpj;j jpfjp 
mdHj;jk","","","","","","","","","","ඉතා වැදගත් යටිතල","","","",""
"","","","","","s ;","l e ;NjhH","y;NghNd","","","","පරිමාණ වයාපාරික","","","ආරක්ිත","","Fwpg;Gf;fs ; Remarks"
"Province","","","","","","","","","","","","පහසුකම් වලට වූ","","","",""
"","","Date of 
Disaster","","","Deaths","","hH","","","ස්ත්‍","රථාන சிறிய,","","ස්ත්‍","රථාන","පවුේ",""
"","","","","","","","","පූර්ණ","","","","","","","",""
"","ප්‍රා.ලේ. ලකා","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","Injured","Missing","","","අර්ධ හානි","நடுத்தர,","හානි","","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"දිස්ත්‍රික්කය","","commenced","","","","","","හානි","","gFjp as","","mbg ;gil f;","","","ස්ත්‍ංඛ්‍යාව",""
"","gpuNjr nra.gp     DS","","FLk;gq;fs ;","egH fs ;","","People","People","","","","நிறுவனங்களின்","","vz;zp f;i","","egH fs ; 
FLk;gq;f",""
"","","","","","","","","KO ik","","T","","fl ;l ikg ;G f;fs ;","","","",""
"மாவட்டம் District","","","Families","People","","","","","","","சேதங்கள்; Small,","","","f   No.","s ; 
Persons",""
"","Division","","","","","","","Fully","","Partially","","Damages to","","","",""
"","","","","","","","","","","","Medium,","","of Safety","","Families",""
"","","","","","","","","","","","","critical","","","",""
"","","","","","","","","","","","Enterprises","","Locations","","",""
"","","","","","","","","","","","","Infrastructure","","","",""
"","","","","","","","","","","","Damages","","","","",""
"","","Highwind & Cutting","","","","","","","","","","","","","",""
"","","2022.11.01","1","5","","","","","","1","","","","","",""
"","","failure","","","","","","","","","","","","","",""
"","Kuruwita","","","","","","","","","","","","","","",""
"","","Heavy Rain
2022.11.14","1","3","","","","","","1","","","","","",""
"","","High Wind","2","5","","","","","","1","","","","","",""
"","","2022.11.01","","","","","","","","","","","","","",""
"","","Fire","1","2","","","","","","1","","","","","",""
"","Godakawela","","","","","","","","","","","","","","",""
"","","Cutting Faliure
2022.11.09","1","4","","","","","","1","","","","","",""
"","","Heavy Rain
2022.11.14","1","3","","","","","","1","","","","","",""
"","","Lightning
2022.11.01","1","5","","","","","","1","","","","","",""
"","Kiriella","","","","","","","","","","","","","","",""
"","","Lightning
2022.11.14","1","4","","","","","","1","","","","","",""
"","","Heavy Rain/High wind
2022.11.01","2","5","","","","","","2","","","","","",""
"","Opanayaka","","","","","","","","","","","","","","",""
"","","Fire
2022.11.01","1","1","","","","","","1","","","","","",""
"රත්නපුර","","","","","","","","","","","","","","","",""
"","","Flood","2","2","","2","","","","","","","","","",""
"1
,uj;jpdGhp","","","","","","","","","","","","","","","",""
"","","Landslide
2022.11.09","4","17","","","","","","4","","","","","",""
"Rathnapura","","","","","","","","","","","","","","","",""
"","","Lightning","1","2","","","","","","1","","","","","",""
"","Kolonna","","","","","","","","","","","","","","",""
"","","Land Slide
2022.11.10","1","3","","","","","","1","","","","","",""
"","","Land Slide/Cutting","","","","","","","","","","","","","",""
"","","2022.11.12/14","3","14","","","","","","3","","","","","",""
"","","Faliure","","","","","","","","","","","","","",""
"","Balangoda","Heavy Rain/High wind
2022.11.01","1","3","","","","","","1","","","","","",""
"","","Heavy Rain
2022.11.10","1","4","","","","","","1","","","","","",""
"","kahawatta","","","","","","","","","","","","","","",""
"","","High Wind
2022.11.14","1","5","","","","","","1","","","","","",""
"","Rathnapura","Lightning/Cutting Failure 2022.11.12/14","3","13","","","","","","3","","","","","",""
"","Kalthota","Heavy Rain
2022.11.14","1","1","","","","","","1","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","30","101","0","2","0","","0","27","0","","0","0","0","0"
"","Yatiyantota","Lightnng
2022.11.07","1","2","","","","","","1","","","","","",""
"","","Heavy Rain
2022.11.07","1","3","","","","","","1","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","","",""
"rg;ufKt","","Lightning
2022.11.04","1","4","","","","","","1","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","",""
"","Warakapola","Heavy Rain
2022.11.07","1","3","","","","","","1","","","","","",""
"","","Cutting Faliure
2022.11.07","1","4","","","","","","1","","","","","",""
"","","Heavy rain
2022.11.13","2","4","","","","","","2","","","","","",""
"","","Lightning
2022.11.05","4","19","","","","","","4","","","","","",""
"","","Rock Fallen
2022.11.05","1","3","","","","","","1","","","","","",""
"","Ruwanwella","","","","","","","","","","","","","","",""
"","","Tree Fallen
2022.11.06","2","8","","","","","","2","","","","","",""
"","","Tree Fallen
2022.11.12","2","3","","","","","","2","","","","","",""
"","","Lightning
2022.11.05","1","4","","","","","","1","","","","","",""
"","Deraniyagala","","","","","","","","","","","","","","",""
"","","Tree Fallen
2022.11.14","2","8","","","","","","2","","","","","",""
