"මධ්‍යම පලාත","","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","","","","",""
"Central","","","","","","","","","","","","","","","","",""
"","","","Kothmale East","High Wind","2025.05.27-31","37","147","","","","","37","","","1","5","Ayiri Tamil School
18"
"","","","Walapane","High Wind","2025.05.28-29","4","18","","","","","4","","","","",""
"","","","","Cutting faliure","2025.05.28","1","4","","","","","1","","","","",""
"","","","Thalawakele","Landslide","2025.05.30-31","1","6","","","","","1","","","","",""
"","","","","High Wind","2025.05.30-31","5","21","","","","","5","","","","",""
"","","","Hanguranketha","High Wind","2025.05.29-31","12","45","","","","","12","","","","",""
"","","නුවරඑලිය","","","","","","","","","","","","","","",""
"","","","","High Wind","2025.05.29-31","22","109","","1","","","22","","","1","1","perakumbura Centre
5"
"","10","Etnuypah","","","","","","","","","","","","","","",""
"","","","Nuwara Eliya","Landslide Risk","2025.05.30-31","28","120","","","","","2","","","1","28","Carliberg Tamil School
120"
"","","Nuwara Eliya","","","","","","","","","","","","","","",""
"","","","","Cutting faliure","2025.05.30-31","1","6","","","","","1","","","","",""
"","","","Kotmale West","Heavy Rain/ Wind","2025.05.30-31","14","50","","","","","14","","","","",""
"","","","Ambagamuwa","High Wind","2025.05.29-31","16","51","","","","","16","","","","",""
"","","","","High Wind","","13","55","","1","","","13","","","1","3","Upper division Kovil
16"
"","","","Norwood","","2025.05.30-31","","","","","","","","","","","",""
"","","","","High Wind","","","","","","","","","","","1","1","Morar estate Gn office
3"
"","","","Mathurata","High Wind","2025.05.29-31","44","155","","","","","44","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","198","787","0","2","0","0","172","0","0","5","38","162"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","345","1351","0","2","0","0","315","0","0","5","38","162"
"","","මුලතිව්","","","","","","","","","","","","","","",""
"","11","Ky;iyj;jPT","Maritimepattu","Drowning","2025.06.01","4","11","4","","","","","","","","",""
"උතුරු පලාත","","","","","","","","","","","","","","","","",""
"","","Mulaitivu","","","","","","","","","","","","","","",""
"tl khfhzk","","","","","","","","","","","","","","","","",""
"Northen ;","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","4","11","4","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","4","11","4","0","0","0","0","0","0","0","0","0"
"","","","Welimada","","","31","95","","","","","31","","","","",""
"","","","Passara","","","7","30","","","","","7","","","","",""
"","","","Uwaparanagama","","","60","223","","","","","60","","","","",""
"","","","Kandeketiya","","","5","10","","","","","5","","","","",""
"","","","Meegahakiula","","","3","8","","","","","3","","0","","",""
"","","බදුල්ල","Haldumulla","","","17","67","","","","","17","","","","",""
"","12","gJs;is","","High Wind","2025.05.30","","","","","","","","","","","",""
"ඌව","","","Ella","","","8","20","","","","","7","","","","",""
"","","Badulla","","","","","","","","","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","","","","",""
"Uva","","","Ridimaliyadda","","","4","13","","","","","4","","","","",""
"","","","Bandarawela","","","1","3","","","","","1","","","","",""
"","","","Mahiyanganaya","","","5","18","","","","","5","","","","",""
"","","","Haputale","","","5","22","","","","","5","","","","",""
"","","","Haliela","","","7","32","","","","","7","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","153","541","0","0","0","0","152","0","0","0","0","0"
