"","","","2023.09.27/29/30","","","","","","","","","","","",""
"","Bandaragama","Flood/ Highwind","","35","145","","","","1","19","","","","",""
"","","","2023.10.01","","","","","","","","","","","",""
"","","","2023.09.29 / 30","","","","","","","","","","","",""
"","","","සහ","","","","","","","","","","","",""
"","Beruwala","High Wind","","210","790","","","","","7","","","","",""
"","","","2023.10.02/03/04/","","","","","","","","","","","",""
"","","","06/07","","","","","","","","","","","",""
"","","Flood/ Highwind","2023.09.27-30 /","","","","","","","","","","","",""
"","Bulathsinhala","","","27","91","","","","","13","","","","",""
"","","/Cutting Failture","2023.10.01","","","","","","","","","","","",""
"","","","2023.09.28-30 /","","","","","","","","","","","",""
"","Mathugama","High Wind","","10","28","","","","1","9","","","","",""
"","","","2023.10.06","","","","","","","","","","","",""
"","","","2023.09.29-30 සහ","","","","","","","","","","","",""
"","Millaniya","Flood","","275","1003","","","","","11","","","","",""
"","","","2023.10.02/03","","","","","","","","","","","",""
"ළුතර","","","","","","","","","","","","","","",""
"","","","2023.09.29 සහ","","","","","","","","","","","",""
"","Agalawattha","High Wind","","6","23","","","","","6","","","","",""
"4
fSj;Jiw","","","2023.10.01","","","","","","","","","","","",""
"Kalutara","","","","","","","","","","","","","","",""
"","Horana","High Wind","2023.09.29","2","10","","","","","2","","","","",""
"","","","2023.09.29 සහ","","","","","","","","","","","",""
"","Walallavita","High Wind","","7","23","","","","","2","","","","",""
"","","","2023.10.01 /07","","","","","","","","","","","",""
"","","","2023.09.29-30 සහ","","","","","","","","","","","",""
"","Ingiriya","Flood","","16","47","","","","","11","","","","",""
"","","","2023.10.01","","","","","","","","","","","",""
"","","","2023.09.29-30,","","","","","","","","","","","",""
"","Kalutara","High Wind","","301","1136","","","","1","14","","","","",""
"","","","2023.10.03 /06","","","","","","","","","","","",""
"","","","2023.09.29-30,","","","","","","","","","","","",""
"","Dodangoda","Flood","","47","170","","","","1","18","","","","",""
"","","","2023.10.01/02/06","","","","","","","","","","","",""
"","","","2023.09.30,","","","","","","","","","","","",""
"","Madurawela","Flood","","47","161","","","","","36","2","","","",""
"","","","2023.10.01","","","","","","","","","","","",""
"","Panadura","Flood","2023.10.01","99","387","","","","","19","","","","",""
"දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","","1082","4014","0","0","0","4","167","2","0","0","0","0"
"","Kelaniya","Flood","2023.10.01","","","","","","","2","","","","",""
"","Gampaha","Flood","2023.09.30","33","139","","","","","13","","","","",""
"","Attanagalla","Tree Fallen","2023.10.03","","","","","","","8","","","","",""
"","Dompe","Flood","2023.09.30","","","","","","","2","","","","",""
"","","","","","","","","","","","","","","","1. විජය කුමාරතුංග"
"","","","","","","","","","","","","","","","ප්‍රජාශාලාව"
"","Wattala","Flood","2023.09.30","2176","8721","","","","","3","","","2","20","73"
"ගම්පහ","","","","","","","","","","","","","","","2. උස්ත්‍රවැටලකයියාව"
"fk;g`h  
5","","","","","","","","","","","","","","","ශා.මරියා විදුහල"
"Gampaha","Minuwangoda","Rain & Wind","2023.09.30","","","","","","","9","","","","",""
"","Biyagama","Flood","2023.10.01","","","","","","","2","","","","",""
"","Ja-Ela","Flood","2023.10.02","100","421","","","","","4","","","1","9","30 1. ලහෝන්කාස්ත්‍ේවත්ත"
"","","","","","","","","","","","","","","","තාවකාලික මධයස්ත්‍රථානය"
"","Mahara","Flood","2023.10.07","17","57","","","","1","11","","","","",""
"","Meerigama","Wind","2023.10.01","","","","","","","4","","","","",""
"","Negombo","Flood","2023.10.04","","","","","","","1","","","","",""
"දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","","2326","9338","0","0","0","1","59","0","0","3","29","103"
"පළොත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total","","","","3481","13653","0","0","0","6","228","2","1","3","29","103"
"","","Cutting failure","2023.10.05","1","6","","2","","","1","","","","",""
"","Akuressa","","","","","","","","","","","","","",""
"","","","","74","255","","","","11","26","","","1","40","144 Diyalape K.V"
