"","","","","2021:05:14","","","","","","","","","","","",""
"","","Mahawewa","High wind","","3","11","","","","","3","","","","",""
"","","Madampe","High wind","","5","13","","","","","4","","","","",""
"","","Pallama","Flood","","13","39","","","","","1","","","","",""
"","","Kalpitiya","High wind","2021:05:15","1","4","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","402","1361","0","0","0","0","36","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","402","1361","0","0","0","0","36","0","0","0","0","0"
"","","Nagoda","","","799","2100","2","","","1","43","","","","",""
"","","Thawalama","","","150","562","","1","","","150","","","","",""
"","","Yakkalamulla","","","25","93","","","","","25","","","","",""
"","","","Flood","","","","","","","","","","","","",""
"","","Kadawathsathara","","","63","176","","","","","8","","","","",""
"","","Neluwa","","","25","75","","","","","25","8","","","",""
"","","Niyagama","","","15","48","","","","","15","","","","",""
"","","Habaraduwa","Heavy Rain","","5","16","","","","","5","","","","",""
"","","Elpitiya","Flood","","20","70","","","","1","13","3","","","",""
"","","Ambalangoda","","","6","19","","","","","6","","","","",""
"","ගාල්ල           fhyp","","Heavy Rain","","","","","","","","","","","","",""
"7","","Baddegama","","2021.05.13","124","443","","","","","8","","","2","3","15"
"","Galle","","","","","","","","","","","","","","",""
"","","Imaduwa","Flood","","18","67","","","","","18","","","","",""
"","","Bopepoddala","","","2","6","","","","","2","","","","",""
"","","Akmeemana","","","9","27","","","","","8","","","","",""
"","","Weliviya Divithura","","","5","32","","","","","5","","","","",""
"","","Gonapinuwala","","","5","21","","","","","5","","","","",""
"","","","Heavy Rain","","","","","","","","","","","","",""
"","","Karandeniya","","","13","38","","","","","11","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","","","",""
"","","Hikkaduwa","","","5","13","","","","","5","","","","",""
"njd;","","","","","","","","","","","","","","","",""
"","","Balapitiya","","","1","4","","","","","1","","","","",""
"khfhzk;","","","","","","","","","","","","","","","",""
"Southern","","Benthota","","","6","26","","","","","6","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1296","3836","2","1","0","2","359","11","0","2","3","15"
"","","Mathara","","","12","44","","","","","12","","","","",""
"","","","Flood","","","","","","","","","","","","",""
"","","Kamburupitiya","","","14","53","","","","","14","","","","",""
"","","Thihagoda","High wind","","1","6","","","","","1","","","","",""
"","මාතර","","","","","","","","","","","","","","",""
"8","","Pitabaddara","","2021.05.13","8","28","","","","","8","","","","",""
"","khj;jiw Matara","","","","","","","","","","","","","","",""
"","","Akuressa","","","396","1636","","","","","21","","","","",""
"","","","Flood","","","","","","","","","","","","",""
"","","Kirinda Phuhul","","","2","4","","","","","2","","","","",""
"","","Athuraliya","","","230","1035","","","","","40","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","663","2806","0","0","0","0","98","0","0","0","0","0"
"","","Weeraketiya","","","1","5","","","","","1","","","","",""
"","හම්බනකතාට","","","","","","","","","","","","","","",""
"","","Katuwana","","","3","8","","","","","3","","","","",""
"9","`k;ghe;Njhl;il","","High Wind","2021.05.14","","","","","","","","","","","",""
"","","Walasmulla","","","5","16","","","","","5","","","","",""
"","Hambantota","","","","","","","","","","","","","","",""
"","","Beliattha","","","2","9","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","11","38","0","0","0","0","11","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","1970","6680","2","1","0","2","468","11","0","2","3","15"
"","","Gangaihalakorale","","2021:05:13","4","17","","","","","4","","","","",""
"","නුවර           fz;b","Pasbagekorale","","2021.05.15","6","23","","","","","3","","","","",""
"10
මධ්‍යම පලාත","","","High wind /Heavy Rain","","","","","","","","","","","","",""
"","Kandy","Yatinuwara","","2021.05.16","1","6","","","","","1","","","","",""
"kj;jpa","","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","",""
"","","Gangawatakorale","","2021:05:14","2","2","","","","","2","","","","",""
"Central","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","13","48","0","0","0","0","10","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","13","48","0","0","0","0","10","0","0","0","0","0"
