"","","Lightning","2023.05.03","1","1","","","","","1","","","","",""
"යාපනය","","","","","","","","","","","","","","",""
"","Nallur","","","","","","","","","","","","","",""
"7
aho;g;ghzk;","","High Wind","2023.05.07","1","4","","","","","1","","","","",""
"Jaffna","","","","","","","","","","","","","","",""
"","Sandilippay","High Wind","2023.05.07","","","","","","","","","1","","",""
"උතුරු පලාත","","","","","","","","","","","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","2","5","0","0","0","0","2","0","1","0","0","0"
"tl khfhzk;","","","","","","","","","","","","","","",""
"මුලතිව්","","","","","","","","","","","","","","",""
"Northen","Muthuthuvinayagapuram","","","1","3","","","","","1","","","","",""
"Ky;iyj;jPT    
8","","High Wind & Rain","2023.05.01","","","","","","","","","","","",""
"Mulaitivu","Pandaravanni","","","1","2","","","","","2","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","2","5","0","0","0","0","3","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","4","10","0","0","0","0","5","0","1","0","0","0"
"","Wanathavilluwa","Heavy Rain & Flood","2023.05.02","82","331","","","","","1","","","","",""
"","","High Wind","2023.05.02","1","2","","","","","1","","","","",""
"","Anamaduwa","","","","","","","","","","","","","",""
"","","Flash flood","2023.05.07","6","24","","","","","","","","","",""
"","","Heavy Rain & Wind","2023.05.02","1","4","","","","","1","","","","",""
"","Nattandiya","","","","","","","","","","","","","",""
"","","Heavy Rain & Wind","2023.05.05","1","5","","","","","1","","","","",""
"","Chilaw","Flash flood","2023.05.07","410","1198","","","","","","","","","",""
"පුත්තලම","","","","","","","","","","","","","","",""
"9
Gj;jsk;","Wennappuwa","Flash flood","2023.05.07","8","37","","","","","","","","","",""
"Puttalam","","","","","","","","","","","","","","",""
"","","High Wind & Rain","2023.05.07","1","2","","","","","1","","","","",""
"","Mundalama","","","","","","","","","","","","","",""
"","","Flash flood","2023.05.07","39","107","","","","","1","","","","",""
"","Karuwalagaswewa","Flash flood","2023.05.07","20","72","","","","","2","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","",""
"tlNky; khfhzk;","","Wind","2023.05.05","1","1","","","","","1","","","","",""
"","Dankotuwa","","","","","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","",""
"","","Flash flood","2023.05.05","7","27","","","","","","","","","",""
"","Puttalam","Flash flood","2023.05.05","89","343","","","","","","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","666","2153","0","0","0","0","9","0","0","0","0","0"
"","Alauwwa","High Wind","2023.05.02","1","6","","","","","1","","","","",""
"","Polgahawela","Tree Fallen","2023.05.02","1","5","","","","","1","","","","",""
"කුරුණෑෙල","","","","","","","","","","","","","","",""
"10
FUdhfy;","Panduwasnuwara West","Lightning","2023.05.02","1","3","","","","","1","","","","",""
"Kurunegala","","","","","","","","","","","","","","",""
"","Kuliyapitiya East","High Wind","2023.05.01","1","4","","","","","1","","","","",""
"","Kuliyapitiya East","Lightning","2023.05.01","1","4","","","","","1","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","5","22","0","0","0","0","5","0","0","0","0","0"
