"","","","Heavy Rain & High","2023.09.03","2","8","","","","","2","","","","",""
"","","Ja - Ela","Wind","","1","1","","","","","1","","","","",""
"","","","","2023.09.04","","","","","","","","","","","",""
"","","","Cutting Failure","","1","3","","","","","1","","","","",""
"","","","Heavy Rain & High","","","","","","","","","","","","",""
"","","Biyagama","","2023.09.03","3","8","","","","","3","","","","",""
"","","","Wind","","","","","","","","","","","","",""
"","ගම්පහ","","","","","","","","","","","","","","",""
"","4
fk;g`h","Aththanagalla","Tree Fallen","2023.09.03","6","26","","","","","6","","","","",""
"","Gampaha","","","","","","","","","","","","","","",""
"","","Dompe","Tree Fallen","2023.09.03","1","4","","","","","1","","","","",""
"","","Mahara","Rain & Wind","2023.09.03","2","9","","","","","2","","","","",""
"","","Wattala","Heavy Rain & Wind","2023.09.03","3","16","","","","","3","","","","",""
"","","Meerigama","High Wind","2023.09.03","1","3","","","","","1","","","","",""
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","20","78","0","0","0","0","20","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","1257","4515","0","1","0","0","74","3","0","0","0","0"
"","","Kahawatta","High wind","2023.09.03/04","2","7","","","","","2","","","","",""
"","","Ayagama","High wind","2023.09.03/04","5","18","","","","","5","","","","",""
"","","Kuruvita","High wind","2023.09.02/03","9","43","","","","","9","","","","",""
"","","Elapatha","High wind","2023.09.02/03","12","46","","","","","12","","","","",""
"","","Kiriella","High wind","2023.09.01","4","14","","","","","4","","","","",""
"","","Kolonna","High wind","2023.09.02","2","6","","","","","2","","","","",""
"","රත්නපුර ,uj;jpdGhp","Pelmadulla","High wind","2023.09.03","8","43","","","","","8","","","","",""
"","5","","","","","","","","","","","","","","",""
"","Rathnapura","Balangoda","High wind","2023.09.03","3","13","","","","","3","","","","",""
"","","Nivitigala","High wind","2023.09.03","5","16","","","","","5","","","","",""
"","","Rathnapura","Heavy Rain","2023.09.04","6","24","","","","","5","","","","",""
"","","Kalawana","Heavy Rain","2023.09.03","3","10","","","","","3","","","","",""
"","","Weligepola","High Wind","2023.09.04","3","6","","","","","3","","","","",""
"","","Godakawela","High Wind","2023.09.04","2","8","","","","","2","","","","",""
"සබරගමුව පලාත","","","","","","","","","","","","","","","",""
"","","Eheliyagoda","Land Slide Risk","2023.09.03","267","1009","","","","","7","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","331","1263","0","0","0","0","70","0","0","0","0","0"
"","","Warakapola","High Wind / Lightning","","4","18","","","","","4","","","","",""
"","","Bulathkohupitiya","","","1","4","","","","","1","","","","",""
"","","","High Wind","","","","","","","","","","","","",""
"","","Dehiovita","","","4","14","","","","","4","","","","",""
"","","","","2023.09.03","","","","","","","","","","","",""
"","","Ruwanwella","Tree Fallen","","","","","","","","1","","","","",""
"","කෑගල්ල","","Tree Fallen / High","","","","","","","","","","","","",""
"","6","Deraniyagala","","","4","16","","","","","4","","","","",""
"","Nffhiy  Kegalle","","Wind","","","","","","","","","","","","",""
"","","Aranayaka","","2023.09.04","2","6","","","","","2","","","","",""
"","","Kegalla","Tree Fallen","","2","9","","","","","1","","","","",""
"","","","","2023.09.03","","","","","","","","","","","",""
"","","Galigamuwa","","","8","26","","","","","8","","","","",""
"","","Mawanella","Rock Fallen","2023.09.05","2","9","","","","","2","","","","",""
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","27","102","0","0","0","0","27","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","358","1365","0","0","0","0","97","0","0","0","0","0"
"","මඩකලපුව","","","","","","","","","","","","","","",""
"","7
kl;lf;fsg;G","Manmunai North","Lightning","2023.09.01","1","4","","","","","1","","","","",""
"","Batticaloa","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","4","0","0","0","0","1","0","0","0","0","0"
"නැකගනහිර පලාත","","","","","","","","","","","","","","","",""
"","ත්‍රීකුණාමලය","Kantale","","2023.09.02","1","1","","","","","1","","","","",""
"fpof;F       Eastern","","","","","","","","","","","","","","","",""
"","8
jp.kiy","kuchchaweli","High Wind","2023.09.03","1","5","","","","","1","","","","",""
"","Trincomalee","Trincomalee","","2023.09.02","1","5","","","","","1","","","","",""
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","3","11","0","0","0","0","3","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","4","15","0","0","0","0","4","0","0","0","0","0"
"","","Anamaduwa","","2023.09.04","1","1","","","","","1","","","","",""
"","පුත්තලම","","","","","","","","","","","","","","",""
"වයඹ පලාත","9","Arachchikattuwa","High Wind","2023.09.04","1","4","","","","","1","","","","",""
"","Gj;jsk;  Puttalam","","","","","","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","","","","",""
"","","Nattandiya","","2023.08.31","","","","","","","","","1","","",""
"khfhzk;","","","","","","","","","","","","","","","",""
"North Western","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","2","5","0","0","0","0","2","0","1","0","0","0"
