"","","ත්‍රීකුණාමලය jp.kiy","","","","","","","","","","","","","","",""
"","10","","","","","","","","","","","","","","","",""
"","","Trincomalee","","","","","","","","","","","","","","",""
"","","","","Heavy Rain
2022.11.03","1","1","","","","","1","","","","","",""
"","","","Town & Gravets","","","","","","","","","","","","","",""
"නැලගනහිර පලාත","","","","Lightning
2022.11.03","1","3","","","","","1","","","","","",""
"fpof;F Eastern","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","10","31","1","1","0","0","8","0","0","0","0","0",""
"","","","","2022.11.08","2","3","","","","","","","","","","",""
"","","","Manmunai North","Flood","","","","","","","","","","","","",""
"","","මඩකලපුව","","2022.11.09","3","11","","","","","","","","","","",""
"","11","kl;lf;fsg;G","","","","","","","","","","","","","","",""
"","","Batticaloa","Manmunai Pattu","High Wind
2022.11.09","1","6","","","","","1","","","","","",""
"","","","Manmunai West","Flood
2022.11.10","111","386","","","","","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","117","406","0","0","0","0","1","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","127","437","1","1","0","0","9","0","0","0","0","0",""
"","","","","Lightning
2022.11.05","1","5","","","","","1","","","","","",""
"","","","Thangalle","","","","","","","","","","","","","",""
"","","","","High Wind & Wind
2022.11.06","2","9","","","","","2","","","","","",""
"","","","","2022.11.05","2","9","","","","","","","2","","","",""
"","","හම්බන්ලතාට","Katuwana","","","","","","","","","","","","","",""
"","","","","2022.11.08","2","13","","","","","2","","","","","",""
"","12","`k;ghe;Njhl;il","","High Wind","","","","","","","","","","","","",""
"","","","","2022.11.06","1","4","","","","","1","","","","","",""
"","","Hambantota","Beliatta","","","","","","","","","","","","","",""
"","","","","2022.11.08","1","4","","","","","1","","","","","",""
"","","","","Lightning
2022.11.07","3","12","","","","","3","","","","","",""
"","","","Weeraketiya","","","","","","","","","","","","","",""
"දකුනු පලාත njd;","","","","Lightning
2022.11.09","1","5","","","","","1","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","13","61","0","0","0","0","11","0","2","0","0","0",""
"Southern","","","","","","","","","","","","","","","","",""
"","","","Matara","Heavy Rain
2022.11.08","12","51","","","","","12","","","","","",""
"","","මාතර","","Heavy Rain, Wind,","","","","","","","","","","","","",""
"","13","","Kamburupitiya","2022.11.08","3","12","","","","","3","","","","","",""
"","","khj;jiw  Matara","","Lightning","","","","","","","","","","","","",""
"","","","Devinuwara","Heavy Rain
2022.11.09","1","4","","","","","1","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","16","67","0","0","0","0","16","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","29","128","0","0","0","0","27","0","2","0","0","0",""
"","","","Arachchikattuwa","Lightning
2022.11.05","2","8","","","","","2","","","","","",""
"","","පුත්තලම     Gj;jsk;","","","","","","","","","","","","","","",""
"වයඹ පලාත","14","","","","","","","","","","","","","","","",""
"","","Puttalam","","","","","","","","","","","","","","","Due to Sea water arriving The Land"
"tlNky;","","","Mahawewa","Flash Flood
2022.11.04","100","345","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","areas"
"khfhzk;","","","","","","","","","","","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","102","353","0","0","0","0","2","0","0","0","0","0",""
"North Western","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","102","353","0","0","0","0","2","0","0","0","0","0",""
"","","ලකාළඹ","","","","","","","","","","","","","","",""
"","15","","Kaduwela","Lightning
2022.11.08","2","9","","","","","","","","","","",""
"Western","","nfhOk;G Colombo","","","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","",""
