"Wanathawilluwa","High Wind / Rain","2025.01.15/21","80","227","","","","","1","","","","",""
"පුත්ත ම    Gj;jsk;","","","","","","","","","","","","","",""
"16","","","","","","","","","","","","","",""
"Puttalam","","","","","","","","","","","","","",""
"Kalpitiya","Flood","2025.01.22","125","520","","","","","","","","","",""
"වයඹ ප ාත 
දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","205","747","0","0","0","0","1","0","0","0","0","0"
"tlNky; khfhzk;","","","","","","","","","","","","","",""
"කුරුණෑෙ","","","","","","","","","","","","","",""
"North","","","","","","","","","","","","","",""
"17
Galgamuwa
FUdhfy;","High Wind","2025.01.18","1","5","","","","","1","","","","",""
"Western","","","","","","","","","","","","","",""
"Kurunegala","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","5","0","0","0","0","1","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","206","752","0","0","0","0","2","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","27751","92471","2","3","0","1","319","0","0","10","142","438"
