"t/","","","","","","","","","","","","","","","",""
"Sabaragam","","","","","","","","","","","","","","","",""
"uwa/","","","","","","","","","","","","","","","",""
"","","රත්නපුර","","","","","","","","","","","","","",""
"","19",",uj;jpdGhp","Abilipitiya","High Wind
2018.09.23","119","470","","","","","119","","","","",""
"","","Rathnapura","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","119","470","0","0","0","0","119","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","293","1360","0","0","0","0","128","0","0","0","0","0"
"","","","Wallawaya","2018.08.01","350","1400","","","","","","","","","",""
"","","නමොනරාෙල","","","","","","","","","","","","","",""
"","","","Monaragala","2018.07.02","600","2000","","","","","","","","","",""
"","20","nkhdwhfiy","","Drought","","","","","","","","","","","",""
"","","","Buttala","2018.07.02","315","1417","","","","","","","","","",""
"","","Moneragala","","","","","","","","","","","","","",""
"ඌව/Cth","","","Tanamalwila","2018.06.01","2131","7052","","","","","","","","","",""
"khfhzk;/U","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","3396","11869","0","0","0","0","0","0","0","0","0","0"
"va","","","","","","","","","","","","","","","",""
"","","බදුල්ල/gJs;is/B","","","","","","","","","","","","","",""
"","21","","Mahiyanganaya","Drought
2018.09.11","1294","4524","","","","","","","","","",""
"","","adulla","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","1294","4524","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","4690","16393","0","0","0","0","0","0","0","0","0","0"
"","","","Beruwala","","23150","125750","","","","","","","","","",""
"","","","Kalutara","","17332","75017","","","","","","","","","",""
"","","කළුතර","","","","","","","","","","","","","",""
"","","","Matugama","","940","3894","","","","","","","","","",""
"","22","fSj;Jiw","","Salt water Intrusion  2018.09.07","","","","","","","","","","","",""
"","","","Panadura","","1662","5850","","","","","","","","","",""
"","","Kalutara","","","","","","","","","","","","","",""
"Western/","","","Dodangoda","","1105","3715","","","","","","","","","",""
"Nky;","","","Horana","","185","820","","","","","","","","","",""
"khfhzk;බ","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","44374","215046","0","0","0","0","0","0","0","0","0","0"
"ස්නාහිර පලාත","","","","","","","","","","","","","","","",""
"","","නකොළඹ nfhOk;G","","","","","","","","","","","","","",""
"","23","","Jayawardhanapura","2018.09.25
Flood","30","140","","","","","","","","1","30","140"
"","","Colombo","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","30","140","0","0","0","0","0","0","0","1","30","140"
