"Hikkaduwa","High Wind","2024.05.18","35","101","","","","","35","3","","","",""
"Niyagama","High Wind","2024.05.18","43","185","","","","","39","","","","",""
"Ambalangoda","Heavy Rain","2024.05.18","105","301","","","","","102","9","","","",""
"Gonupinuwela","High Wind/Tree fallan","2024.05.18","28","78","","","","","28","5","2","","",""
"Kadawathsathara","Flash Flood","2024.05.18","52","221","","2","","3","49","","1","","",""
"Thawalama","Tree fallan","2024.05.19","45","115","","","","1","44","1","","","",""
"Elpitiya","Tree fallan","2024.05.19","117","356","","","","","117","3","4","","",""
"Habaraduwa","Tree fallan","2024.05.20","41","123","","","","","39","2","","","",""
"Imaduwa","Tree fallan","2024.05.19","38","138","1","","","","37","1","","","",""
"Weliitiya Divithura","Cutting faliture","2024.05.20","54","153","","","","","56","1","","","",""
"ගාල්ල             fhyp","","","","","","","","","","","","","",""
"9
Waduraba","Tree fallan","2024.05.19","34","91","","","","","30","4","2","","",""
"Galle","","","","","","","","","","","","","",""
"Madampagama","Tree fallan","2024.05.20","35","98","","","","","31","4","1","","",""
"Karandeniya","Tree fallan","2024.05.19-20","58","175","","","","","58","2","","","",""
"Yakkalamulla","Tree fallan","2024.05.19","24","89","","","","","24","","","","",""
"Rathgama","Tree fallan","2024.05.20","56","120","","1","","","56","","","","",""
"Nagoda","Tree fallan","2024.05.20","124","455","","2","","","124","4","","","",""
"Balapiatiya","Tree fallan","2024.05.19","47","211","","","","","47","","","","",""
"Baddegama","Heavy Rain","2024.05.20","115","420","","","","","114","3","","","",""
"Akmeemana","Heavy Rain","2024.05.22","106","442","","","","2","200","4","","","",""
"Benthota","Heavy Rain","2024.05.22","51","166","","","","","51","2","5","","",""
"Neluwa","Heavy Rain","2024.05.23","42","130","","","","","42","","","","",""
"Bope Poddala","Heavy Rain","2024.05.23","71","231","","","","","71","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1321","4399","1","5","0","6","1394","48","15","0","0","0"
"Akuressa","Flash Flood / Wind","2024.05.18","58","215","","","","2","56","","","","",""
"Thihagoda","Flash Flood / Wind","2024.05.18","35","142","","","","","34","","","","",""
"Malimboda","Flash Flood / Wind","2024.05.18","13","55","","","","","13","","","","",""
"Devinuwara","Flash Flood / Wind","2024.05.18","30","110","","","","","30","","","","",""
"Weligama","Flash Flood / Wind","2024.05.18","27","109","","","","","25","","","","",""
"Kamburupitiya
දකුනු පලාත","Flash Flood / Wind","2024.05.18","46","173","","","","","46","","","","",""
"njd; khfhzk;  
Athuraliya","Flash Flood / Wind","2024.05.18","36","140","","","","1","35","","","","",""
"Southern
මාතර","","","","","","","","","","","","","",""
"Kirinda","Flash Flood / Wind","2024.05.18","22","75","","","","","21","","","","",""
"khj;jiw   
10","","","","","","","","","","","","","",""
"Pasgoda
Matara","Flash Flood / Wind","2024.05.18","46","152","","","","","44","","","","",""
"Hakmana","Flash Flood / Wind","2024.05.18","27","97","","","","","27","","","","",""
"Matara","Flash Flood / Wind","2024.05.18","30","129","","","","","30","","","","",""
"Pitabeddara","Flash Flood / Wind","2024.05.18","44","159","","","","","40","","","","",""
"Mulatiyana","Flash Flood / Wind","2024.05.18","68","249","","","","1","65","","","","",""
"Kotapola","Flash Flood / Wind","2024.05.18","50","176","","","","","50","","","","",""
"Dikwella","Flash Flood / Wind","2024.05.18","23","79","","","","","21","","","","",""
"Welipitiya","Flash Flood / Wind","2024.05.18","33","117","","","","","32","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","588","2177","0","0","0","4","569","0","0","0","0","0"
"Ambalanthota","Heavy Rain / wind","2024.05.22 / 23","4","18","","","","","4","","","","",""
"හම්බනනතාට","","","","","","","","","","","","","",""
"Weeraketiya","Heavy Rain","2024.05.22","17","67","","","","","16","","","","",""
"11
`k;ghe;Njhl;il","","","","","","","","","","","","","",""
"Walasmulla
Hambantota","High wind","2024.05.22","31","95","","","","","30","","","","",""
"Katuwana","Heavy Rain / wind","2024.05.22","25","93","","","","","25","","","","",""
"Hambanthota","Heavy Rain / wind","2024.05.22","3","10","","","","","2","","","","",""
"Sooryawewa","High wind","2024.05.22","5","20","","","","","5","","","","",""
"Beliattha","Heavy Rain / wind","2024.05.22-26","28","101","","","","1","24","","","","",""
"Thangalla","Heavy Rain / wind","2024.05.22-25","15","62","","","","","12","","","","",""
"Okewela","Heavy Rain / wind","2024.05.23","17","61","","1","","","17","","","","",""
"Thissamarama","Heavy Rain / wind","2024.05.22-25","2","5","","","","","2","","","","",""
"Agunukolapelassa","Heavy Rain / wind","2024.05.22-26","20","81","","","","","19","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","167","613","0","1","0","1","156","0","0","0","0","0"
