"","සබරගමුෙ පලොත","","1","රත්නපුර","","Ibulpe","","","190","708","","","","","","","","","","","වැලිගෙග ොල ප්‍රො.ගේ"
"","","","","","","","","","","","","","","","","","","","","","ලුෙහගවල ග්‍රොම"
"","","","",",uj;jpdGhp","","","Dry Weather 
Condition","2025.09.15","","","","","","","","","","","","","නිලධොරි වසගේ   වුේ"
"","","","","","","","","","","","","","","","","","","","","","40ක් සඳහො පානීය"
"","rg;ufKt","","","Rathnapura","","Weligepola","","","545","1522","","","","","","","","","","","ජලය ලෙදා  දීම සිදු"
"","","","","","","","","","","","","","","","","","","","","",""
"khfhzk","","","","","","","","","","","","","","","","","","","","","කරනු ලබයි."
"Sabaragamuwa","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","","735","2230","0","0","0","0","0","0","0","0","0","0",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","","","735","2230","0","0","0","0","0","0","0","0","0","0",""
