"බදුල්ල","","","","","","","","","","","","",""
"gJs;is   
8
Haldamulla
Landslide","2019.03.28","13","30","","","","","8","","","","",""
"ඌව","","","","","","","","","","","","",""
"Badulla
Cth khfhzk;","","","","","","","","","","","","",""
"Uva
දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","13","30","0","0","0","0","8","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","13","30","0","0","0","0","8","0","0","0","0","0"
"ගාල්ල","","","","","","","","","","","","",""
"9
Bope Poddala
Fire","2019.03.31","","","","","","1","","","","","",""
"fhyp      Galle","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","0","0","0","0","0","1","0","0","0","0","0","0"
"දකුනු පලාත/njd; 
Matara","","72","288","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","",""
"Dondra
මාතර/khj;jiw/M","","959","3975","","","","","","","","","",""
"10
Drought
Southern/ ;","2019.03.01","","","","","","","","","","","",""
"atara
Malimbada","","45","180","","","","","","","","","",""
"Hakmana","","116","434","","","","","","","","","",""
"","","1192","4877","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","1192","4877","0","0","0","0","0","0","0","0","0","0"
"ගම්පහ/fk;g`h/","","","","","","","","","","","","",""
"11
Diulapitaiya
Drought","2019.03.14","2063","6618","","","","","","","","","",""
"Western/      
Gampaha","","","","","","","","","","","","",""
"Nky; khfhzk","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","2063","6618","0","0","0","0","0","0","0","0","0","0"
"බස්නාහිර පලාත","","","","","","","","","","","","",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","2063","6618","0","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","29088","100866","0","0","0","0","21","0","0","2","13","58"
