"","තත්ත්ව වාර්තාව  - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/   Drought Situation Report- Sri Lanka දිනය /jpfjp / Date : 31st  May 2021 at 1800hrs","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","",""
"","","","","","බලපෑමට ලක්වු","","","","","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்  பிரிவு","","","","","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","","","","ghjpf;fg;gl;l","","","","","","","","","","","",""
"","","Administrative purview","","","","","","","","","tPLfs; Houses","","Other Damages","","miktplk; Safe Location","",""
"","","","","","Affected","","","","තුවාලවු","අතුරුදහ","","","","","","",""
"","","","","","","","","","","","Damaged","","","","","",""
"","","","","ආරම්භක දිනය","","","","","පුද්ගලයින්","න්වූ","","","","","","",""
"","","","","","","","මිය යෑම්","","","","","","කුඩා හා මධය","","","",""
"","","","ආපදාව","mdu;j;jk;","","","","","","පුද්ගලයින්","","","","","","",""
"පළාත","","","","","","","","","","","","පරිමාණ වයාපාරික","","","","",""
"","","","","","","","kuzq;f","","fhakil","fhzhky;","","","","ඉතා වැදගත් යටිතල","ආරක්ිත","","ලවනත් කරුණු"
"khfhzk;","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","","","",""
"","","","","","","","s;","","e;NjhH","NghNdhH","","ස්ත්‍","රථාන சிறிய,","","","","NtW Fwpg;Gf;fs; Remarks"
"Province","","ප්‍රා.ලේ. ලකා","","","","","","","","","","","පහසුකම් වලට වූ","","ස්ත්‍
රථාන  
පවුේ","",""
"","","","Disaster","Date of","පවුේ","","","","","","පූර්ණ 
අර්ධ හානි","","நடுத்தர,","","","",""
"","","දිස්ත්‍රික්කය","","","","පුද්ගලයින්","Deaths","","","","","","හානි mbg;gilf;","","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","gpuNjr nra.gp","","","ස්ත්‍ංඛ්‍යාව","","","","","","හානි 
gFjpas","","நிறுவனங் க","","","",""
"","","மாவட்டம்","","commenced","","egHfs;","","","Injured","Missing","","","","fl;likg;Gf;fs;","vz;zpf;i
FLk;gq;f","egHfs;",""
"","","","","","FLk;gq;fs;","","","","","","T 
KOik","","ளின்","","","",""
"","","DS","","","","People","","","People","People","","","Damages to","","s; 
f   No.","Persons",""
"","","District","","","Families","","","","","","Partially
Fully","","சேதங் கள்","","","",""
"","","Division","","","","","","","","","","","critical","","Families
of Safety","",""
"","","","","","","","","","","","","Small, Medium,","","","","",""
"","","","","","","","","","","","","","Infrastructure","","Locations","",""
"","","","","","","","","","","","","","Enterprises","","","",""
"","","","","","","","","","","","","","Damages","","","",""
"","","Delf","","2021.05.25","10","37","","","","","7","","","","","",""
"","","Karainagar","","2021:05:25","7","25","","","1","","4","","2","","","",""
"","","Velanai","","","14","50","","","","","2
10","","1","","","",""
"","","Jaffna","","","1","4","","","","","1","","","","","",""
"","","Kopay","","","2","9","","","","","2","","","","","",""
"","","යාපනය","","","","","","","","","","","","","","",""
"","","Kayts","","","5","18","","","","","10","","","","","",""
"","1","aho;g;ghzk;","High Wind","","","","","","","","","","","","","",""
"","","Nallur","","","5","19","","","","","4","","1","","","",""
"","","Jaffna","","2021.05.25","","","","","","","","","","","","",""
"","","Chankanai","","","6","8","","","","","2","","4","","","",""
"","","Sandilipay","","","12","49","","","","","12","","1","","","",""
"","","Chavakachcheri","","","2","4","","","","","2","","","","","",""
"","","Uduvil","","","3","11","","","","","2","","","","","",""
"","","Thellipalai","","","4","7","","","","","4","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","71","241","","0","1","0","2
60","","9","0","0
0","0",""
"","","Oddusuddan","","","4","13","","","","","4","","","1","","",""
"","","Puthukkudiyruppu","","","7","18","","","","","7","","","","","",""
"","","මුලතිව්න      
Manthai East","","","5","16","","","","","5","","","","","",""
"","2","Ky;iyj;jPT","High Wind","2021.05.25","","","","","","","","","","","","",""
"","","Welioya
Mulaitivu","","","1","5","","","","","1","","","","","",""
"","","Thunukkai","","","6","18","","","","","6","","","","","",""
"උතුරු පලාත","","Maritimepattu","","","5","15","","","","","5","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","","",""
"Northen","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","28","85","","0","0","0","0
28","","0","1","0
0","0",""
"","","Mannar Town","","","29","99","","","","","1
22","","5","","","",""
"","","Nannattan","","","7","28","","","","","7","","","","","",""
"","","මන්නාරම","","","","","","","","","","","","","","",""
"","3","kd;dhH    
Madhu","High Wind","2021.05.25","3","9","","","1","","3","","","","","",""
"","","Mannar","","","","","","","","","","","","","","",""
"","","Manthai West","","","1","4","","","","","","","","","","",""
"","","Musali","","","4","15","","","","","3","","1","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","44","155","","0","1","0","1
35","","6","0","0
0","0",""
"","","Vavuniya","","","6","21","","","","","5","","1","","","",""
"","","වව්නියාව","","","","","","","","","","","","","","",""
"","4","Vavuniya South
tTdpah","High Wind","2021.05.25","1","3","","","","","1","","","","","",""
"","","Vavuniya","","","","","","","","","","","","","","",""
"","","Vengalacheddikulam","","","5","22","","","","","4","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","12","46","","0","0","0","0
10","","1","0","0
0","0",""
