"","මුලතිව්","","","","","","","","","","","","","","",""
"","","Muthuthuvinayagapuram","","","1","3","","","","","1","","","","",""
"","Ky;iyj;jPT    
8","","High Wind & Rain","2023.05.01","","","","","","","","","","","",""
"උතුරු පලාත","","","","","","","","","","","","","","","",""
"","Mulaitivu","Pandaravanni","","","1","2","","","","","2","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","2","5","0","0","0","0","3","0","0","0","0","0"
"Northen","","","","","","","","","","","","","","","",""
"","කිලිගනාච්චිය","Karachchi","","2023.05.06","1","3","","","","","1","","","","",""
"","9
fpspnehr;rp","","High Wind & Rain","","","","","","","","","","","","",""
"","Killinochchi","","","","","","","","","","","","","","",""
"","","Pachchilaipalli","","2023.05.08","65","196","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","66","199","0","0","0","0","1","0","0","0","0","0"
"","මන්නාරම","","","","","","","","","","","","","","",""
"","10","Mannar Town","Lightning & Thunder","202305.09","1","6","","","","","1","","","","",""
"","kd;dhH   Mannar","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","6","0","0","0","0","1","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","78","239","0","0","0","0","13","0","2","0","0","0"
"","","Chilaw","Flash flood","2023.05.07","150","580","","","","","1","","","","",""
"","","Dankotuwa","Flood","2023.05.09","2","10","","","","","","","","","",""
"","","Wennappuwa","Flash flood","2023.05.07","8","37","","","","","","","","","",""
"","පුත්තලම","","","","","","","","","","","","","","",""
"","","Mundalama","Flash flood","2023.05.07","26","98","","","","","1","","","","",""
"","11
Gj;jsk;","","","","","","","","","","","","","","",""
"","","Mahawewa","Flash flood","2023.05.07","1","5","","","","","","","","","",""
"","Puttalam","","","","","","","","","","","","","","",""
"","","Mahakumbukkadawala","Flash flood","2023.05.08","16","50","","","","","1","","","","",""
"","","Wanathavilluwa","Flash Flood","2023.05.10","6","21","","","","","","","1","","",""
"","","Arachchikattuwa","Flood","2023.05.08","21","82","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","230","883","0","0","0","0","3","0","1","0","0","0"
"","","","High Wind","2023.05.02","1","6","","","","","1","","","","",""
"","","Alauwwa","","","","","","","","","","","","","",""
"","","","Tree Fallen","2023.05.07","1","1","","1","","","1","","","","",""
"","","","Tree Fallen","2023.05.02","1","5","","","","","1","","","","",""
"","","Polgahawela","","","","","","","","","","","","","",""
"","","","High Wind","2023.05.03","1","3","","","","","1","","","","",""
"","","Panduwasnuwara West","Lightning","2023.05.02","1","3","","","","","1","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","","",""
"","","","","2023.05.01","1","4","","","","","1","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","","","","","",""
"","","","High Wind","2023.05.04","1","6","","","","","1","","","","",""
"North Western","","","","","","","","","","","","","","","",""
"","","Kuliyapitiya East","","2023.05.07","1","5","","","","","1","","","","",""
"","","","Lightning","2023.05.01","1","4","","","","","1","","","","",""
"","කුරුණෑෙල","","","","","","","","","","","","","","",""
"","12
FUdhfy;","","Heavy Rain","2023.05.06","1","4","","","","","1","","","","",""
"","Kurunegala","","","","","","","","","","","","","","",""
"","","Narammala","High Wind & Rain","2023.05.03","2","4","","","","","2","","","","",""
"","","","High Wind","2023.05.05","3","9","","","","","2","1","","","",""
"","","Kurunegala","","","","","","","","","","","","","",""
"","","","High Wind","2023.05.07","1","3","","","","","1","","","","",""
"","","","","2023.05.04","1","1","","","","","1","","","","",""
"","","Rideegama","High Wind & Rain","","","","","","","","","","","","",""
"","","","","2023.05.07","1","4","","","","","1","","","","",""
"","","Nikaweratiya","High Wind","2023.05.07","1","5","","","","","1","","","","",""
"","","Kobeigane","Flood","2023.05.07","8","30","","","","","8","","","","",""
"","","Udubaddawa","Flood","2023.05.07","2","5","","","","","2","","","","",""
"","","Kotawehera","Flood","2023.05.07","1","3","","","","","1","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","30","105","0","1","0","0","29","1","0","0","0","0"
