"","දිස්ත්‍රික්කය","","","","","","","","","හානි","","","","","",""
"","","","","","","","","People","People","","","நிறுவனங்களின்","","","",""
"","","gpuNjr nra.gp     DS","","","FLk;gq;fs;","egHfs;","","","","","gFjpasT","","fl;likg;Gf;fs;","vz;zpf;i","FLk;gq;f","egHfs;"
"","மாவட்டம் District","","","","","","","","","KOik","","","","","",""
"","","","","","Families","People","","","","","Partially","சேதங்கள்; Small,","Damages to","f   No.","s;","Persons"
"","","Division","","","","","","","","Fully","","","","","",""
"","","","","","","","","","","","","Medium,","critical","of Safety","Families",""
"","","","","","","","","","","","","Enterprises","Infrastructure","Locations","",""
"","","","","","","","","","","","","Damages","","","",""
"","","","","2022.10.12","1","3","","","","","1","","","","",""
"","","","Highwind","","","","","","","","","","","","",""
"","","Beliaththa","","2022.10.16","1","4","","","","","1","","","","",""
"","හම්බනගතාට","","","","","","","","","","","","","","",""
"","","","Landslide","2022.10.14","","","","","","","","","1","","",""
"","1
`k;ghe;Njhl;il","","","","","","","","","","","","","","",""
"","Hambantota","","Rock Fallen","2022.10.27","1","4","","","","","1","","","","",""
"","","Katuwana","","","","","","","","","","","","","",""
"","","","High Wind","2022.10.13","1","2","","","","","1","","","","",""
"","","Sooriyawewa","Heavy Rain","2022.10.26","3","10","","","","","3","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","7","23","0","0","0","0","7","0","1","0","0","0"
"","","Weilivitiya Divithura","Cutting Failure","2022.10.14","11","44","","","","","11","","","","",""
"","","","Rock Fallen","2022.10.15","1","5","","","","","1","","","","",""
"","","","","2022.10.22","1","4","","1","","1","","","","","",""
"දකුනු පලාත","","Rathgama","Collaps Of The wall","","","","","","","","","","","","",""
"njd; khfhzk;","","","","2022.10.23","1","6","","","","","1","","","","",""
"Southern","","","Tree Fallen","2022.10.23","1","6","","","","","1","","","","",""
"","ොල්ල","","","","","","","","","","","","","","",""
"","","Habaraduwa","Heavy Rain","2022.10.15","5","17","","","","","","","","","",""
"","2
fhyp","","","","","","","","","","","","","","",""
"","Galle","","Cutting Failure","2022.10.23","1","5","","","","","1","","","","",""
"","","Balapitiya","","","","","","","","","","","","","",""
"","","","Collaps Of The wall","2022.10.23","1","4","","","","","1","","","","",""
"","","Ambalangoda","Cutting Failure","2022.10.23","1","2","","","","","1","","","","",""
"","","Benthota","Cutting Failure","2022.10.23","1","4","","","","","1","","","","",""
"","","Imaduwa","Heavy Rain","2022.10.23","1","2","","","","","1","","","","",""
"","","Kadawatsatara","Cutting Failure","2022.10.23","3","15","","","","","3","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","28","114","0","1","0","1","22","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","35","137","0","1","0","1","29","0","1","0","0","0"
"","","","Lightning","2022.10.12","1","5","1","","","","","","","","",""
"","","Muthur","","","","","","","","","","","","","",""
"","","","High wind","2022.10.20","1","1","","","","","1","","","","",""
"","","Gomarankadawala","","2022.10.15","1","3","","","","","1","","","","",""
"","","Seruwila","Heavy Rain & Wind","2022.10.16","1","5","","","","","1","","","","",""
"","ත්‍රීකුණාමලය","","","","","","","","","","","","","","",""
"","3
jp.kiy","","","2022.10.20","4","11","","","","","3","1","","","",""
"","Trincomalee","","","","","","","","","","","","","","",""
"","","Kuchchaveli","High wind","2022.10.23","2","7","","1","","","1","","","","",""
"","","Thampalagamam","Heavy Rain","2022.10.15","1","3","","","","","1","","","","",""
"","","","","2022.10.21","1","2","","","","","1","","","","",""
"","","Kinniya","High wind","","","","","","","","","","","","",""
"","","","","2022.10.20","1","2","","","","","1","","","","",""
"නැගෙනහිර පලාත","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","13","39","1","1","0","0","10","1","0","0","0","0"
