"","Lunugala","33","136","","","","","23","","","1","5","18"
"","","","","","","","","","","","","","Injured due to Cutting"
"","Haldummulla","6","24","","1","","","5","","","","",""
"","","","","","","","","","","","","","Failure"
"","Hali Ela","75","302","","","","","64","","","","",""
"","Ella","38","153","","","","","22","","","2","10","39"
"","Ridimaliyadda","20","83","","","","","13","","","","",""
"","Passara","54","213","","","","","31","","","1","1","6"
"බදුේල","","","","","","","","","","","","",""
"","Heavy rain / High","","","","","","","","","","","",""
"18","gJs;is         
Badulla","103","485","","4","","","73","","","1","5","28 Injured due to Cutting"
"","","","","","","","","","","","","","Failure"
"Badulla","Wind / Cutting Failure","","","","","","","","","","","",""
"","Welimada","2024.11.24 /25 26
13","51","","","","","13","","","","",""
"","/ Flood / Land slide","","","","","","","","","","","",""
"","Meegahakiwula
Risk","22","69","","","","","20","","","","",""
"ඌව","Uva Paranagama","30","119","","","","","27","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","Death due to Cutting"
"","Bandarawela","43","140","1","","","","33","","","","",""
"","","","","","","","","","","","","","Failure"
"Uva","","","","","","","","","","","","",""
"","Soranathota","45","173","","","","","10","","","1","10","39"
"","Kandaketiya","19","60","","","","","16","","","","",""
"","Haputhale","1","3","","","","","1","","","","",""
"","Mahiyanganaya","258","941","","","","","","","","2","45","138"
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","760","2952","1","5","0","0","351","0","0","8","76","268"
"ලමානරාගල","","","","","","","","","","","","",""
"19
nkhdwhfiy","Bibila
Lanslide Risk","2024.11.27
4","10","","","","","4","","","","",""
"Moneragala","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","4","10","0","0","0","0","4","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","764","2962","1","5","0","0","355","0","0","8","76","268"
"","Galenbidunuwewa","5","17","","","","","5","","","","",""
"","Kahatagasdigiliya","1784","5652","","","","","2","","","","30","92"
"","Nochchiyagama","22","73","","","","1","","","","1","18","63"
"","Horoupathana","133","419","","","","","","","","2","70","201"
"","N.N.P.","1","2","","","","","1","","","","",""
"","අනුරාධ්‍පුර    m.Guk;","","","","","","","","","","","",""
"","Palugaswewa","2","5","","","","","2","","","","",""
"","Anuradhapura","","","","","","","","","","","",""
"","Mahavilachchiya","21","72","","","","1","1","","","","20","69"
"","Heavy rain / Flood /","","","","","","","","","","","",""
"20","Kebithigollewa","2024.11.26/27
44","154","","","","","","","","","44","154"
"","High Wind","","","","","","","","","","","",""
"","Thirappane","57","134","","","","","","","","","",""
"","Ipalogama","8","29","","","","","","","","","5","18"
"","Medawachchiya","7","17","","","","","4","","","","3","9"
"උතුරුමැද පලාත","Palagala","1","3","","","","","2","","","","",""
"tlkj;jpa","","","","","","","","","","","","",""
"","Rajanganaya","13","33","","","","","","","","1","13","33"
"khfhzk;","","","","","","","","","","","","",""
"North Central","Mihinthale","1","2","","","","","","","","","",""
"","Thambuttegama","2","7","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","2101","6619","0","0","0","2","19","0","0","4","203","639"
"","Dimbulagala","136","571","","","","","34","","","2","109","380"
"","Lankapura","411","1695","","","","","8","","","2","149","452"
"","Medirigiriya","11","45","","","","","3","","","","",""
"","ලපාලලාන්නරුව","","","","","","","","","","","",""
"21","Flood
nghyd;dWit 
Thamankaduwa","2024.11.26
396","1373","","","","5","28","","","","",""
"Polonnaruwa","","","","","","","","","","","","",""
"","Hingurakgoda","9","33","","","","1","3","","","","",""
"","Welikanda","3","9","","","","","3","","","","",""
"","Elahera","4","16","","","","","4","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","970","3742","0","0","0","6","83","0","0","4","258","832"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","3071","10361","0","0","0","8","102","0","0","8","461","1471"
"","Thimbirigasyaya","8","33","","","","","1","","","1","7","30"
"ලකාළඹ","","","","","","","","","","","","",""
"22","","Heavy rain / High Wind 2024.11.27","","","","","","","","","","",""
"","nfhOk;G Colombo","","","","","","","","","","","",""
"","Kolonnawa","1724","7343","","","","","4","","","4","78","267"
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","1732","7376","0","0","0","0","5","0","0","5","85","297"
