"","","","Lunugamvehera","","2023.08.01","1458","6350","","","","","","","","","",""
"","","හම්බන්ගතාට","","Drinking water scarcity","","","","","","","","","","","","",""
"","","","Thissamaharama","","2023.08.02","1154","4759","","","","","","","","","",""
"","14","`k;ghe;Njhl;il","","due to prevailing dry","","","","","","","","","","","","",""
"","","","Katuwana","","2023.08.01","1200","5101","","","","","","","","","",""
"","","Hambantota","","weather condition","","","","","","","","","","","","",""
"","","","Weeraketiya","","2023.08.02","55","1162","","","","","","","","","",""
"දකුනු පලාත","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","3867","17372","0","0","0","0","0","0","0","0","0","0"
"njd; khfhzk;","","","","","","","","","","","","","","","","",""
"","","ගාල්ල","","","","","","","","","","","","","","",""
"Southern","","","","","","","","","","","","","","","","",""
"","15","fhyp","Akmeemana","Tree Fallen","2023.08.31","2","11","","","","","2","","","","",""
"","","Galle","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","2","11","0","0","0","0","2","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","3869","17383","0","0","0","0","2","0","0","0","0","0"
"","","ගම්පහ","Divulapitiya","Drinking water scarcity","2023.08.24","1834","5651","","","","","","","","","",""
"","16","fk;g`h","","due to prevailing dry","","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","","",""
"","","Gampaha","","weather condition","","","","","","","","","","","","",""
"Nky; khfhzk;","","","Mirigama","","2023.08.24","18","39","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත","","","Aththanagalla","","2023.08.25","20","50","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","1872","5740","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","1872","5740","0","0","0","0","0","0","0","0","0","0"
"","","","Dambulla","","2023.08.07","13","35","","","","","","","","","",""
"","","","Galewela","","2023.08.14","250","1180","","","","","","","","","",""
"","","මාතගල්","","Drinking water scarcity","","","","","","","","","","","","",""
"","","","Naula","","2023.08.14","613","1815","","","","","","","","","",""
"","17","khj;jis","","due to prevailing dry","","","","","","","","","","","","",""
"","","","Wilgamuwa","","2023.08.22","4835","16842","","","","","","","","","",""
"","","Matale","","weather condition","","","","","","","","","","","","",""
"","","","Yatawatta","","2023.08.14","615","1895","","","","","","","","","",""
"මධ්‍යම පලාත","","","Ukuwela","","2023.08.22","41","163","","","","","","","","","",""
"kj;jpa khfhzk","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","6367","21930","0","0","0","0","0","0","0","0","0","0"
"Central","","","","","","","","","","","","","","","","",""
"","","නුවර","Akurana","Drinking water scarcity","2023.08.25","104","419","","","","","","","","","",""
"","18","fz;b","","due to prevailing dry","","","","","","","","","","","","",""
"","","Kandy","Deltota","weather condition","2023.08.23","3226","10346","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","3330","10765","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","9697","32695","0","0","0","0","0","0","0","0","0","0"
"","","ගපාගලාන්නරුව","","Drinking water scarcity","","","","","","","","","","","","",""
"උතුරුමැද පලාත","19","nghyd;dWit","Dimbulagala","due to prevailing dry","2023.08.18","35","150","0","0","0","0","0","0","0","0","0","0"
"tlkj;jpa","","Polonnaruwa","","weather condition","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"North Central","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","35","150","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","35","150","0","0","0","0","0","0","0","0","0","0"
"","","කළුතර","","Drinking water scarcity","","","","","","","","","","","","",""
"","20","fSj;Jiw","Agalawatta","due to prevailing dry","2023.08.17","85","275","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","","",""
"","","Kalutara","","weather condition","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","85","275","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","85","275","0","0","0","0","0","0","0","0","0","0"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","90580","312316","0","0","0","0","20","0","0","0","0","0"
"","","","","","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
