"Hikkaduwa","High Wind","2024.05.18","35","101","","","","","35","3","","","",""
"Niyagama","High Wind","2024.05.18","45","189","","","","","45","","","","",""
"Ambalangoda","Heavy Rain","2024.05.18","112","325","","","","","112","9","","","",""
"Gonupinuwela","High Wind/Tree fallan","2024.05.18","29","178","","","","","29","5","2","","",""
"Kadawathsathara","Flash Flood","2024.05.18","82","225","","2","","3","78","","1","","",""
"Thawalama","Tree fallan","2024.05.19","45","115","","","","1","44","1","","","",""
"Elpitiya","Tree fallan","2024.05.19","117","356","","","","","117","3","4","","",""
"Habaraduwa","Tree fallan","2024.05.20","41","123","","","","","39","2","","","",""
"Imaduwa","Tree fallan","2024.05.19","38","138","1","","","","37","1","","","",""
"Weliitiya Divithura","Cutting faliture","2024.05.20","54","153","","","","","56","1","","","",""
"ගාල්ල             fhyp","","","","","","","","","","","","","",""
"9
Waduraba","Tree fallan","2024.05.19","35","98","","","","","31","4","2","","",""
"Galle","","","","","","","","","","","","","",""
"Madampagama","Tree fallan","2024.05.20","35","98","","","","","31","4","1","","",""
"Karandeniya","Tree fallan","2024.05.19-20","58","175","","","","","58","2","","","",""
"Yakkalamulla","Tree fallan","2024.05.19","24","89","","","","","24","","","","",""
"Rathgama","Tree fallan","2024.05.20","56","120","","1","","","56","","","","",""
"Nagoda","Tree fallan","2024.05.20","132","481","","2","","","128","4","","","",""
"Balapiatiya","Tree fallan","2024.05.19","47","211","","","","","47","","","","",""
"Baddegama","Heavy Rain","2024.05.20","115","420","","","","","114","3","","","",""
"Akmeemana","Heavy Rain","2024.05.22","112","467","","","","2","112","4","","","",""
"Benthota","Heavy Rain","2024.05.22","51","166","","","","","51","2","5","","",""
"Neluwa","Heavy Rain","2024.05.23","42","130","","","","","42","","","","",""
"Bope Poddala","Heavy Rain","2024.05.23","76","243","","","","","80","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1381","4601","1","5","0","6","1366","48","15","0","0","0"
"Akuressa","Flash Flood / Wind","2024.05.18","58","215","","","","2","56","","","","",""
"Thihagoda","Flash Flood / Wind","2024.05.18","35","142","","","","","34","","","","",""
"Malimboda","Flash Flood / Wind","2024.05.18","13","55","","","","","13","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","",""
"Devinuwara
njd; khfhzk;","Flash Flood / Wind","2024.05.18","30","110","","","","","30","","","","",""
"Southern
Weligama","Flash Flood / Wind","2024.05.18","27","109","","","","","25","","","","",""
"Kamburupitiya","Flash Flood / Wind","2024.05.18","46","173","","","","","46","","","","",""
"Athuraliya","Flash Flood / Wind","2024.05.18","36","140","","","","1","35","","","","",""
"මාතර","","","","","","","","","","","","","",""
"Kirinda","Flash Flood / Wind","2024.05.18","22","75","","","","","21","","","","",""
"khj;jiw   
10","","","","","","","","","","","","","",""
"Pasgoda
Matara","Flash Flood / Wind","2024.05.18","46","152","","","","","44","","","","",""
"Hakmana","Flash Flood / Wind","2024.05.18","27","97","","","","","27","","","","",""
"Matara","Flash Flood / Wind","2024.05.18","30","129","","","","","30","","","","",""
"Pitabeddara","Flash Flood / Wind","2024.05.18","44","159","","","","","40","","","","",""
"Mulatiyana","Flash Flood / Wind","2024.05.18","68","249","","","","1","65","","","","",""
"Kotapola","Flash Flood / Wind","2024.05.18","50","176","","","","","50","","","","",""
"Dikwella","Flash Flood / Wind","2024.05.18","23","79","","","","","21","","","","",""
"Welipitiya","Flash Flood / Wind","2024.05.18","33","117","","","","","32","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","588","2177","0","0","0","4","569","0","0","0","0","0"
"Agunakolapelessa","Heavy wind","2024.05.25 / 27","2","14","","","","","2","","","","",""
"Weeraketiya","Heavy wind","2024.05.28","1","5","","","","","1","","","","",""
"Beliattha
හම්බනකතාට","Heavy wind","2024.05.29","1","3","","","","","1","","","","",""
"11
`k;ghe;Njhl;il","","","","","","","","","","","","","",""
"Katuwana","Heavy wind","2024.05.28/29","4","19","","","","","3","","","","",""
"Hambantota","","","","","","","","","","","","","",""
"Walasmulla","Heavy wind","2024.05.22-30","2","8","","","","","3","","","","",""
"From 2024.05.22/30","","","","","","","","","","","","","",""
"","Heavy wind/Rain","2024.05.22-30","","","","1","","1","146","","","","",""
"Situation","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","10","49","0","1","0","1","156","0","0","0","0","0"
