"","","Weligepola","","2","10","","","","","1","","","","","",""
"","","Balangoda","","3","12","","","","","3","","","","","",""
"","","Embilipitiya","","1","3","","","","","1","","","","","",""
"","","Imbulpe","","2","6","","","","","2","","","","","",""
"","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","431","1611","0","1","0","3","207","0","0","0","0","0",""
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","431","1611","0","1","0","3","207","0","0","0","0","0",""
"","","","","","","","","","","","","","","","","Ganesha Tamil"
"","බදුල්ල","","","","","","","","","","","","","","",""
"","2","Haldumulla","Land Slide Risk
2023.10.14","218","846","","","","","","","","2","85","320","School,koslandawatta"
"ඌව","gJs;is   Badulla","","","","","","","","","","","","","","","Tea Factory"
"Cth khfhzk;","","","","","","","","","","","","","","","",""
"Uva","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","218","846","0","0","0","0","0","0","0","2","85","320",""
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","218","846","0","0","0","0","0","0","0","2","85","320",""
"","","Gampaha
Flood","2023.10.10","2","7","","","","","2","","","","","",""
"","ගම්පහ       fk;g`h","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","40 Wijaya Kumarathunga"
"Western","3
Gampaha","Wattala
Flood","2023.09.30 ****","86","344","","","","","2","","","1","11","","Community hall"
"Nky; khfhzk","","","","","","","","","","","","","","","",""
"","","Minuwangoda","Rain & Wind
2023.09.30 ****","2","7","","","","","2","","","","","",""
"බස්නාහිර පලාත","","","","","","","","","","","","","","","",""
"","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","90","358","0","0","0","0","6","0","0","1","11","40",""
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","90","358","0","0","0","0","6","0","0","1","11","40",""
"","","Akuressa","","31","130","","","","11","29","","","","","",""
