"","තත්ත්ල ලාර්තාල (නියඟය) - ශ්‍රී ඼ංකාල / epiyik mwpf;if - ,yq;if/ Drought Situation Report- SriLanka","","","","","","","","","","","","","",""
"","දිනය /jpfjp / Date : 26th July 2019 at 1800hrs","","","","","","","","","","","","","",""
"","ලේකම් - රාජ්‍ය පරිපා඼න සහ ආපදා කළමනාකරණ අමාතයාං඾ය / சச஬யாரர், சபாது நிர்வாக ஫ற்றும் அனர்த்த முகாம஫த்துவ அம஫ச்சு / Secretary, Ministry of Public Administration & Disaster Management","","","","","","","","","","","","","",""
"රාජ්‍ය පරිපා඼න සහ ආපදා කළමනාකරණ අමාතයාං඾ය ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌ஭வ பி஭மைக்கு தனி஬ார் சச஬யாரர் சபாது நிர்வாக ஫ற்றும் அனர்த்த முகாம஫த்துவ அம஫ச்சர் / Private Secretary to the Hon. Minister of Public Administration & Disaster Management","","","","","","","","","","","","","","",""
"","","","","","","","","","නිලාස හානි","","","","","",""
"","","","","බ඼පෑමට ඼ක්වු","","","","","Nrjkile;j","","","","ආරක්ෂිත ස්ථාන ghJfhg;ghd","",""
"","","පරිපා඼න ප්‍රලද්඾ය நிர்வாகப் பிரிவு","","","","","","","","","ලලනත් හානි பிம பாதிப்புகள்","","","",""
"","","Administrative purvie","","ghjpf;fg;gl;l Affected","","","","අතුරුදහ","tPLfs; Houses","","Other Damages","","miktplk; Safe Location","",""
"","","","","","","","තුලා඼වු","","","","","","","",""
"","","","","","","","","න්වූ","Damaged","","","","","",""
"","","","","","","","පුද්ග඼යි","","","","","","","",""
"","","","","","","","","පුද්ග඼යි","","","","","","",""
"","","","ආරම්භක දිනය","","","","න්","","","","","","","",""
"","","","","","","","","න්","","","","","","",""
"පළාත","","ආපදාල","mdu;j;jk;","","","මිය යෑම්","fhaki","","","","කුඩා හා මධය","ඉතා ලැදගත්","","","ලලනත් කරුණු"
"","","","","","","","","","","","","","ආරක්ෂිත","",""
"","","","","","","","","fhzh","","","","","","",""
"khfhzk;","#","mdHj;jk;","Muk;gpj;j jpfjp","","","kuzq;fs;","le;NjhH","","","අර්ධ","පරිමාණ ලයාපාරික","යටිත඼ පහසුකම්","","","NtW Fwpg;Gf;fs;"
"","","","","","","","","ky;Ngh","","","","","ස්ථාන","",""
"","","","","","","","","","","","","","","පවුේ",""
"Province","","Disaster","Date of","","","Deaths","","","පූර්ණ","හානි","ස්ථාන சிமி஬,","ල඼ට වූ හානි","සංඛ්‍යාල","","Remarks"
"","දිස්ත්‍රික්කය","ප්‍රා.ලේ. ලකො","","පවුේ සංඛ්‍යාල","පුද්ග඼යින්","","","NdhH","","","","","","පුද්ග඼යින් 
සංඛ්‍යාල",""
"","","","commenced","","","","Injured","","හානි","gFjpa","நடுத்த஭,","mbg;gilf;","vz;zpf;i","",""
"","","gpuNjr nra.gp","","FLk;gq;fs;","egHfs;","","","Missin","","","","","","egHfs; 
FLk;gq;",""
"","஫ாவட்டம்","","","","","","","","","sT","நிறுவனங்கரி","fl;likg;Gf;fs;","f   No.","",""
"","","","","","","","","","KOik","","","","","",""
"","District","DS Division","","Families","People","","","g","","","ன் சசதங்கள்;","","","fs; 
Persons",""
"","","","","","","","People","","Fully","Partiall","","Damages to","of Safety","",""
"","","","","","","","","","","","Small, Medium,","","","",""
"","","","","","","","","People","","","","","","Families",""
"","","","","","","","","","","y","","critical","Location","",""
"","","","","","","","","","","","Enterprises","","","",""
"","","","","","","","","","","","Damages","Infrastructure","s","",""
"","","Imbulpe","2019.06.12","723","2749","","","","","","","","","",""
"","රත්නපුර","","","","","","","","","","","","","",""
"","1
,uj;jpdGhp","Drought 
Weligapola","2019.06.12","6912","24039","","","","","","","","","",""
"සබරගමුල ප඼෈ත","","","","","","","","","","","","","","",""
"rg;ufKt","Rathnapura","","","","","","","","","","","","","",""
"","","Kolonna","2019.07.08","400","1005","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","8035","27793","0","0","0","0","0","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","8035","27793","0","0","0","0","0","0","0","0","0","0"
