"","Cutting Failure","","1","4","","","","","1","","","","",""
"","","2022.08.01","","","","","","","","","","","",""
"","Flood","","21","77","","","","","17","","","","",""
"Yatiyantota","","","","","","","","","","","","","",""
"","","2022.08.03/04","5","14","","","","","5","","","","",""
"","High wind","","","","","","","","","","","","",""
"","","2022.08.06","4","22","","2","","","4","","","","",""
"","High wind","","5","20","","","","","5","","","","",""
"","","2022.08.01","","","","","","","","","","","",""
"","Flood","","3","11","","","","","3","","","","",""
"","Tree Fallen","2022.08.02","2","11","","","","","2","","","","",""
"Dehiovita","","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව පලාත","High wind","2022.08.03","2","8","","","","","2","","","","",""
"rg;ufKt","High wind","2022.08.04","1","4","","","","","1","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","",""
"","High wind","2022.08.05","1","6","","","","","1","","","","",""
"","","2022.08.01","1","2","","","","","1","","","","",""
"","","2022.08.03/04","3","10","","","","","3","","","","",""
"Kegalle","Tree Fallen","","","","","","","","","","","","",""
"","","2022.08.04","1","4","","","","","1","","","","",""
"","","2022.08.04","1","2","","","","","1","","","","",""
"","High wind","2022.08.04","5","15","","","","","5","","","","",""
"Ruwanwelle","","","","","","","","","","","","","",""
"","Tree Fallen","","6","23","","","","","6","","","","",""
"කෑගේල Nffhiy","Rambukkana
Tree Fallen","2022.08.01","1","4","","","","","1","","","","",""
"9","","","","","","","","","","","","","",""
"Kegalle","","","1","4","","","","","1","","","","",""
"","High wind","","","","","","","","","","","","",""
"","","2022.08.02","2","5","","","","","2","","","","",""
"Aranayaka","Tree Fallen","2022.08.03/04","7","31","","","","","7","","","","",""
"","Cutting Failure","2022.08.03/04","2","6","","","","","2","","","","",""
"","High wind","2022.08.04/05","5","18","","","","","5","","","","",""
"","Bulathkohupitiya
Rock fallen","2022.08.03","1","3","","","","","1","","","","",""
"","Tree Fallen","2022.08.02","2","11","","","","","2","","","","",""
"Warakapola","Cutting Failure","2022.08.03","1","5","","","","","1","","","","",""
"","High wind","2022.08.05/07","2","4","","1","","","2","","","","",""
"","Landslide Risk","2022.08.02","2","9","","","","","","","","","",""
"","Flood","2022.08.01","1","3","","","","","","","","","",""
"","Deraniyagala","","","","","","","","","","","","",""
"","Cutting Failure","2022.08.02","1","5","","","","","1","","","","",""
"","Tree Fallen","2022.08.02","1","4","","","","","","","","","",""
"Galigamuwa","Tree Fallen","2022.08.03","2","4","","","","","2","","","","",""
"","","2022.08.03/04","2","7","","","","","2","","","","",""
"","Tree Fallen","","","","","","","","","","","","",""
"Mawanella","","2022.08.05","1","4","","","","","1","","","","",""
"","Couple of wall","2022.08.02","1","4","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","97","364","0","3","0","0","88","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1881","7160","1","3","0","0","1128","109","0","0","0","0"
"Dompe","Tree Fallen","2022.08.02","1","4","","","","","1","","","","",""
"ගම්පහ fk;g`h","Minuwangoda","2022.08.01","2","5","","","","","2","","","","",""
"10","","","","","","","","","","","","","",""
"Western Nky; 
Gampaha","","","","","","","","","","","","","",""
"Mahara","High wind","2022.08.02","1","4","","","","","1","","","","",""
"khfhzk","","","","","","","","","","","","","",""
"","Aththanagalla","2022.08.02","2","10","","","","","2","","","","",""
"බස්ත්‍රනාහිර පලාත","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","6","23","0","0","0","0","6","0","0","0","0","0"
